1719490658.340063,0,-47.818885803222656
1719490982.808988,1,-46.913307189941406
1719491306.179854,2,-45.8202018737793
1719491630.971314,3,-49.9129753112793
1719491963.423563,4,-47.677650451660156
1719492317.736755,5,-47.62938690185547
1719492665.496597,6,-47.97694396972656
1719493016.54707,7,-42.77421188354492
1719493365.780705,8,-41.728363037109375
1719493716.387484,9,-46.95573806762695
1719494065.012997,10,-51.440185546875
1719494414.611621,11,-41.98234939575195
1719494762.377383,12,-47.63670349121094
1719495107.976937,13,-45.994903564453125
1719495451.801958,14,-40.627174377441406
1719495797.668386,15,-53.450164794921875
1719496145.952073,16,-42.06248092651367
1719496493.235524,17,-42.15371322631836
1719496849.501041,18,-43.34363555908203
1719497204.612891,19,-40.975215911865234
1719497559.002815,20,-44.475704193115234
1719497912.640804,21,-42.656314849853516
1719498267.39143,22,-39.70170974731445
1719498621.171189,23,-42.443660736083984
1719498977.444042,24,-41.293514251708984
1719499328.42848,25,-38.29935836791992
1719499676.712396,26,-39.47236251831055
1719500021.494975,27,-39.44003677368164
1719500372.141238,28,-39.21239471435547
1719500726.22729,29,-40.579071044921875
1719501083.489088,30,-39.720951080322266
1719501437.088713,31,-38.196800231933594
1719501782.169094,32,-38.27572250366211
1719502103.560927,33,-38.27785110473633
1719502424.571745,34,-37.59054183959961
1719502742.851158,35,-38.36776351928711
1719503061.326087,36,-39.7735595703125
1719503380.802646,37,-39.81424331665039
1719503700.84918,38,-39.143367767333984
1719504021.956294,39,-37.06147766113281
1719504343.804342,40,-38.91300582885742
1719504667.361759,41,-39.28601837158203
1719504988.93003,42,-38.37987518310547
1719505311.14312,43,-38.07347106933594
1719505632.164842,44,-39.99812698364258
1719505952.046685,45,-38.506317138671875
1719506270.984694,46,-39.17695236206055
1719506592.320156,47,-38.303592681884766
1719506912.196535,48,-38.35859680175781
1719507232.620896,49,-39.175750732421875
1719507553.875331,50,-37.619163513183594
1719507873.87598,51,-38.777000427246094
1719508196.269176,52,-37.78201675415039
1719508520.940025,53,-38.4549674987793
1719508844.226459,54,-38.35820770263672
1719509166.745342,55,-38.89726257324219
1719509490.188624,56,-37.70071792602539
1719509811.89418,57,-37.560054779052734
1719510132.540667,58,-38.30985641479492
1719510454.28164,59,-38.71000289916992
1719510774.330074,60,-37.060001373291016
1719511094.792389,61,-38.07347869873047
1719511414.745964,62,-38.26045608520508
1719511735.976137,63,-37.845619201660156
1719512057.029031,64,-37.76222610473633
1719512378.475618,65,-36.29597473144531
1719512701.32797,66,-37.4949951171875
1719513024.749425,67,-37.18953323364258
1719513350.247506,68,-37.257484436035156
1719513674.665182,69,-37.55261993408203
1719513997.718034,70,-37.56282424926758
1719514320.491963,71,-37.2700309753418
1719514644.070901,72,-38.15968322753906
1719514966.387242,73,-37.524532318115234
1719515286.570331,74,-37.38652038574219
1719515607.314342,75,-37.37409210205078
1719515928.277356,76,-36.879432678222656
1719516248.386822,77,-36.55162811279297
1719516570.47849,78,-36.509735107421875
1719516894.129283,79,-36.85652542114258
1719517217.919437,80,-35.77124786376953
1719517540.546736,81,-36.16686248779297
1719517865.159477,82,-37.04119873046875
1719518190.62264,83,-37.79875183105469
1719518514.192233,84,-35.40007781982422
1719518837.114296,85,-36.3497428894043
1719519157.679316,86,-35.21696472167969
1719519478.176718,87,-35.77143096923828
1719519800.629183,88,-36.81217956542969
1719520123.477426,89,-37.37728500366211
1719520447.160618,90,-37.844120025634766
1719520769.720048,91,-36.7539176940918
1719521091.505558,92,-34.650733947753906
1719521414.767209,93,-39.603816986083984
1719521746.617961,94,-38.33383560180664
1719522070.371161,95,-37.69784164428711
1719522395.105408,96,-36.01713943481445
1719522718.983948,97,-36.00023651123047
1719523042.04899,98,-35.113399505615234
1719523364.387726,99,-36.154258728027344
1719523686.998034,100,-37.758480072021484
1719524008.179551,101,-35.725154876708984
1719524328.899949,102,-35.20677185058594
1719524651.079316,103,-35.7868537902832
1719524974.371391,104,-37.4185676574707
1719525297.058628,105,-35.9908332824707
1719525620.917467,106,-37.883243560791016
1719525943.623373,107,-37.39963150024414
1719526266.880591,108,-35.90660858154297
1719526590.126038,109,-37.283935546875
1719526915.652894,110,-36.45024490356445
1719527239.983438,111,-35.596397399902344
1719527566.184518,112,-33.912635803222656
1719527890.475404,113,-34.955467224121094
1719528212.277759,114,-34.78191375732422
1719528533.175463,115,-35.91613006591797
1719528854.2211,116,-37.156829833984375
1719529175.02679,117,-35.97431564331055
1719529496.776896,118,-37.139930725097656
1719529816.687109,119,-35.957305908203125
1719530138.25107,120,-37.94085693359375
1719530459.587011,121,-33.339630126953125
1719530781.780648,122,-35.14313888549805
1719531104.963685,123,-34.919036865234375
1719531429.49291,124,-36.29508972167969
1719531753.736733,125,-35.20121383666992
1719532076.788902,126,-35.289833068847656
1719532400.1067,127,-35.96939468383789
1719532722.951536,128,-33.18859100341797
1719533045.261936,129,-36.24819564819336
1719533368.256281,130,-35.2689094543457
1719533691.333233,131,-35.672210693359375
1719534042.832866,132,-35.2466926574707
1719534398.32062,133,-34.30409240722656
1719534753.003327,134,-35.41747283935547
1719535103.440786,135,-35.771514892578125
1719535451.308589,136,-34.3743782043457
1719535809.558118,137,-35.22677993774414
1719536152.74017,138,-35.71632766723633
1719536484.938139,139,-34.65791702270508
1719536813.227606,140,-34.0953254699707
1719537142.984881,141,-35.4780387878418
1719537471.078183,142,-34.28688430786133
1719537803.936939,143,-35.67313003540039
1719538133.748052,144,-35.194419860839844
1719538462.154765,145,-34.85109329223633
1719538791.233757,146,-34.20016860961914
1719539117.817111,147,-35.07754898071289
1719539445.762095,148,-34.32456588745117
1719539774.064511,149,-33.781532287597656
1719539774.064511,150,-33.781532287597656